"Origin_State"	"Dest_State"	"AllQueries"	"HousingQuery"	"HousingRent"	"HousingBuy"	"HousingApartment"	"HousingCondo"	"HousingDuplex"	"HousingTownhouse"	"HousingHouse"	"HousingHome"	"JobQuery"	"JobArchitectureEngineering"	"JobArt"	"JobBusiness"	"JobConstruction"	"JobEducation"	"JobFinance"	"JobFood"	"JobHealthcare"	"JobLeisureHospitality"	"JobManufacturing"	"JobRetail"	"JobScience"	"JobTechnology"	"JobTransportation"
"Arizona"	"Ohio"	18301	15540	6744	5702	4770	1511	66	493	1633	7067	2761	5	19	75	24	123	32	19	189	138	56	17	18	23	54
"Connecticut"	"Rhode Island"	18290	16461	3586	7746	2337	2712	12	33	2094	9273	1829	14	11	23	9	93	23	10	89	18	9	16	2	13	51
"Nebraska"	"South Dakota"	18236	14616	2780	6012	1623	155	27	327	1567	10917	3620	10	6	41	11	190	44	12	229	16	22	35	2	31	116
"Colorado"	"North Carolina"	18170	15131	4988	5107	3176	516	50	424	1427	9538	3039	21	19	99	27	104	37	9	204	24	73	17	13	25	44
"New York"	"Vermont"	18137	16273	3057	6687	2112	1517	14	66	2661	9903	1864	10	6	11	8	65	21	13	104	38	7	18	25	5	12
"Tennessee"	"Missouri"	18038	14510	7132	4863	5323	1097	67	221	1375	6427	3528	13	69	48	23	141	40	35	488	37	24	41	18	16	55
"Illinois"	"Kansas"	18011	15054	4456	6624	3176	582	83	641	1294	9278	2957	15	15	44	40	76	42	12	93	16	75	26	7	22	55
"Tennessee"	"Indiana"	18001	14569	6731	5496	4654	807	41	186	2116	6765	3432	34	25	115	14	184	30	17	348	31	70	23	27	11	95
"New York"	"New Hampshire"	17992	16799	3306	7263	2132	1425	1235	130	1599	10278	1193	0	9	13	12	74	10	4	57	2	16	6	6	3	27
"Colorado"	"Georgia"	17967	14508	5556	5756	3506	524	33	536	1510	8399	3459	10	22	85	21	106	40	6	231	28	44	17	18	37	105
"Colorado"	"Michigan"	17965	13607	2789	5057	1880	810	15	149	1359	9394	4358	9	11	48	11	59	42	7	143	22	46	18	20	23	40
"Colorado"	"New York"	17952	14215	4691	5420	4214	723	32	276	1065	7905	3737	29	111	95	29	445	151	15	190	48	50	45	19	28	53
"Wisconsin"	"Colorado"	17952	14228	4801	5071	3363	1829	95	293	895	7753	3724	33	22	87	20	117	50	8	582	38	41	22	30	18	36
"Georgia"	"Maryland"	17928	15354	6663	5384	4988	1337	10	596	1706	6717	2574	9	14	59	10	138	53	4	239	39	20	11	20	14	65
"District of Columbia"	"Georgia"	17921	14651	7346	4866	4937	595	28	644	1517	6930	3270	5	44	132	13	128	67	12	267	46	26	18	6	35	109
"Florida"	"Maine"	17885	16706	3123	6747	1709	1300	47	49	2303	11298	1179	5	1	12	4	54	26	3	88	8	2	5	3	4	17
"Massachusetts"	"Georgia"	17866	15126	5662	5614	3714	863	32	378	1495	8644	2740	17	24	91	30	79	61	15	234	49	72	34	14	16	75
"Michigan"	"Alabama"	17851	15217	4209	8250	1964	4498	23	1166	1271	6295	2634	8	13	27	6	65	32	17	792	24	53	24	7	6	27
"Iowa"	"South Dakota"	17823	14640	3178	6271	2404	356	28	379	1383	10090	3183	15	10	39	18	155	43	6	231	14	15	35	7	15	72
"Arizona"	"Georgia"	17745	14488	5285	4916	2934	587	74	387	1459	9047	3257	9	35	111	21	77	52	4	213	32	48	17	6	33	99
"Iowa"	"California"	17715	13616	5025	4609	3298	991	42	269	1273	7743	4099	24	86	81	35	143	101	26	211	47	171	49	16	25	62
"Tennessee"	"Louisiana"	17715	13711	5672	5132	3408	463	52	169	2127	7492	4004	32	39	73	66	101	42	16	560	41	56	21	11	18	85
"North Carolina"	"Alabama"	17694	14195	4813	6336	2771	1765	41	179	1966	7473	3499	31	29	55	22	88	132	22	352	41	42	21	19	19	57
"Washington"	"New Jersey"	17691	16733	1321	10387	964	1168	6	1117	286	13192	958	0	5	7	5	36	9	5	40	16	61	14	5	12	35
"Louisiana"	"California"	17662	13627	6192	4711	4374	1458	51	188	1589	5967	4035	25	92	72	44	103	50	15	241	63	160	67	28	31	97
"Oregon"	"Nevada"	17626	14735	3397	6193	1988	1889	53	182	844	9779	2891	3	18	43	94	84	30	9	234	188	35	16	4	43	102
"New Jersey"	"Tennessee"	17611	14148	4743	5852	3033	869	69	233	1487	8457	3463	21	35	86	34	95	45	54	185	25	218	32	23	19	118
"Washington"	"Wisconsin"	17599	16356	1601	8643	1147	1518	38	702	683	12268	1243	0	15	26	11	49	13	2	92	9	36	12	7	7	10
"Tennessee"	"New York"	17587	13594	5955	4298	5016	753	38	211	1285	6291	3993	6	129	77	22	378	137	25	326	59	27	46	20	27	66
"Louisiana"	"Georgia"	17519	14105	6654	5002	3805	685	49	365	1664	7537	3414	16	40	109	31	113	47	20	353	37	48	17	12	18	145
"Arizona"	"Tennessee"	17513	15256	5036	5971	3369	809	29	429	1186	9434	2257	19	27	40	10	83	26	7	227	30	121	18	8	9	71
"Massachusetts"	"Virginia"	17511	14705	5271	5478	3608	1207	16	292	1378	8204	2806	16	23	51	20	85	36	7	243	14	67	28	6	10	80
"Oklahoma"	"Kansas"	17463	13764	5448	4523	3497	109	108	201	2198	7651	3699	26	14	51	35	87	27	61	182	9	89	12	24	10	66
"Mississippi"	"Georgia"	17423	12807	6630	3568	3814	624	55	325	1349	6640	4616	11	68	294	46	143	39	7	413	8	62	27	15	16	114
"New York"	"Louisiana"	17394	9645	3377	3326	2265	449	16	165	1391	5359	7749	20	1685	75	53	73	50	15	170	48	132	76	9	26	77
"Massachusetts"	"Pennsylvania"	17351	13642	4818	4772	3602	694	34	232	1554	7526	3709	11	34	86	26	201	114	23	293	51	68	24	38	17	111
"Minnesota"	"New York"	17334	12810	4978	3914	4537	864	39	300	1217	5853	4524	13	104	89	34	428	162	17	348	91	48	63	9	36	63
"Tennessee"	"Arizona"	17272	13478	5560	5335	3474	1871	33	146	1274	6680	3794	21	9	54	28	262	36	6	622	39	41	21	7	4	51
"New Jersey"	"Illinois"	17242	12418	4911	3909	3899	1024	30	495	1114	5856	4824	21	107	133	53	181	277	12	202	36	129	86	17	33	107
"Delaware"	"North Carolina"	17207	15314	2282	5856	1313	663	7	201	1755	11375	1893	2	12	14	0	55	25	2	245	7	17	14	15	11	36
"North Carolina"	"Illinois"	17162	12777	5117	4848	3525	1096	36	500	1536	6084	4385	10	54	92	29	198	88	29	1043	25	112	65	25	38	49
"Arizona"	"Utah"	17114	14136	4363	6197	2637	1043	42	303	1196	8915	2978	16	18	55	33	82	21	11	349	79	29	7	2	19	65
"Tennessee"	"Colorado"	17063	13554	5557	4878	3238	1112	35	347	1559	7263	3509	23	46	65	39	103	55	18	473	32	37	31	16	41	65
"North Dakota"	"Arizona"	17059	15523	2435	7093	1082	1026	15	112	672	12616	1536	6	7	26	11	36	20	13	152	29	11	7	5	4	64
"Texas"	"Utah"	17046	14144	5924	4417	4041	1310	54	347	1095	7297	2902	26	16	67	30	69	28	9	135	24	80	38	16	16	74
"New Hampshire"	"Vermont"	17001	14491	2950	6185	1974	1450	14	21	2260	8772	2510	4	7	11	9	56	35	24	269	11	5	7	5	11	20
"Maine"	"Massachusetts"	16889	14855	3806	5310	3143	1358	16	50	1323	8965	2034	20	27	40	10	68	53	20	197	18	17	21	20	18	29
"Arizona"	"Idaho"	16860	14492	2979	4672	1540	398	21	124	939	11470	2368	28	7	29	14	39	22	7	141	30	14	5	4	5	40
"Utah"	"Texas"	16854	13262	4810	4564	3416	603	46	243	1081	7873	3592	24	33	81	36	132	54	40	244	46	170	40	10	32	100
"Nevada"	"Colorado"	16823	14355	4529	5038	2659	857	18	411	1370	9040	2468	11	22	26	42	105	79	10	134	46	29	33	18	28	40
"Tennessee"	"Pennsylvania"	16823	12484	4531	5383	3075	573	48	204	1806	6778	4339	12	57	77	40	186	43	36	721	33	35	24	13	24	184
"Idaho"	"California"	16810	13568	4268	4628	2631	845	60	107	1107	8818	3242	3	41	76	38	102	35	20	172	43	107	33	10	15	64
"North Carolina"	"Michigan"	16753	11162	3764	4126	2219	760	27	197	1126	6833	5591	4	22	43	21	87	37	5	105	26	59	23	12	7	43
"Colorado"	"Tennessee"	16690	13477	4928	5241	2920	494	86	223	1650	8104	3213	20	44	82	39	116	31	22	431	24	73	23	23	23	70
"California"	"Alaska"	16637	14051	1814	2684	1071	290	31	25	599	12035	2586	9	10	25	22	45	14	18	149	13	15	8	28	2	34
"New York"	"Alabama"	16620	11832	3532	4498	2221	1250	13	139	1399	6810	4788	159	12	88	28	77	181	7	249	28	99	33	4	15	60
"Minnesota"	"North Carolina"	16617	13495	6965	3883	4438	770	47	552	1519	6169	3122	10	9	99	20	85	87	5	231	15	64	30	22	23	104
"Missouri"	"Minnesota"	16612	13796	5203	5469	3803	718	83	957	1302	6933	2816	3	13	50	15	73	97	13	173	13	17	11	8	70	30
"Ohio"	"Washington"	16513	13279	6045	4106	4692	816	49	175	1141	6406	3234	29	54	54	22	118	52	13	194	20	57	23	18	22	67
"Arizona"	"Pennsylvania"	16510	13725	3719	4981	2493	544	6	196	1656	8830	2785	17	26	47	12	191	70	15	333	18	43	27	13	7	37
"Delaware"	"New Jersey"	16510	14654	3616	4766	2405	948	22	234	1312	9733	1856	5	3	48	6	63	19	15	94	35	210	7	3	7	73
"Michigan"	"Colorado"	16457	13441	5129	4917	3601	1733	34	313	1133	6627	3016	36	46	83	34	121	68	9	243	39	62	24	16	34	46
"Georgia"	"Indiana"	16389	12759	6015	4567	4344	551	34	213	1618	5999	3630	3	15	40	27	217	50	28	322	16	52	26	20	13	162
"Georgia"	"Louisiana"	16377	12568	5225	4459	3245	707	23	178	1701	6714	3809	8	77	68	66	76	50	10	401	56	67	27	8	21	84
"Ohio"	"Missouri"	16368	13854	8253	2679	7301	678	39	140	786	4910	2514	11	19	58	13	143	44	13	198	13	48	35	56	22	81
"Florida"	"District of Columbia"	16366	10555	5441	3272	4719	1275	15	235	1259	3052	5811	24	119	510	33	262	81	18	311	69	20	30	50	39	44
"Washington"	"Missouri"	16264	14506	7326	4099	6789	465	35	283	548	6386	1758	7	9	51	6	63	35	4	115	14	40	18	11	17	55
"Florida"	"New Hampshire"	16188	15276	3217	6450	2252	1810	128	70	1185	9831	912	2	4	13	6	34	18	5	75	3	11	9	0	16	15
"Ohio"	"Maryland"	16178	13617	5819	5638	3817	3503	31	410	1382	4474	2561	3	12	39	11	146	37	9	490	18	17	7	20	13	28
"Louisiana"	"Tennessee"	16173	13434	4276	6284	2628	1857	20	189	1173	7567	2739	32	27	81	28	118	41	32	278	10	54	20	7	24	90
"Arizona"	"Missouri"	16167	14099	6349	4133	5115	599	120	255	1124	6886	2068	8	10	45	15	81	21	25	177	25	36	8	24	12	31
"Illinois"	"Utah"	16079	14482	1837	8427	1224	1211	44	837	418	10748	1597	12	11	27	12	35	10	6	61	10	58	10	10	13	24
"Arizona"	"Minnesota"	16055	13763	3595	5753	2418	715	51	897	1039	8643	2292	13	9	18	10	122	40	2	179	16	15	11	15	16	18
"Wisconsin"	"Tennessee"	16032	13863	4101	6636	2312	1238	48	170	1172	8923	2169	7	41	86	14	89	18	8	212	24	87	20	9	12	56
"Colorado"	"Ohio"	16020	12007	3288	5373	2298	548	16	155	1305	7685	4013	2	23	54	6	87	27	9	393	170	67	18	10	17	88
"New York"	"Minnesota"	16020	9759	3038	2468	2444	378	45	392	748	5752	6261	7	24	65	19	2059	58	9	209	15	53	21	2	9	41
"Illinois"	"Oklahoma"	16014	13439	3065	5856	2167	513	148	333	952	9326	2575	12	21	47	15	65	73	4	173	28	92	30	6	12	74
"Colorado"	"Montana"	15985	13305	2528	4005	1226	286	29	142	1148	10474	2680	38	10	24	37	41	25	8	236	17	9	15	14	31	41
"New Jersey"	"Ohio"	15955	12361	5033	4691	3505	844	21	294	1639	6058	3594	21	26	110	17	150	56	12	373	42	129	52	15	30	74
"Minnesota"	"Nevada"	15883	12725	5212	3904	3713	1549	16	325	919	6203	3158	9	15	41	47	50	55	14	416	125	61	13	5	18	106
"Alabama"	"South Carolina"	15868	13099	4915	5654	2503	2156	12	237	1472	6719	2769	25	2	82	11	126	44	9	231	7	21	13	23	25	78
"Colorado"	"Illinois"	15830	12567	4021	4337	3002	825	26	277	973	7464	3263	19	44	80	26	162	61	32	212	26	72	38	13	24	58
"South Carolina"	"Pennsylvania"	15794	13702	3787	6758	2492	871	63	247	1840	8189	2092	5	40	41	11	124	22	31	170	36	23	12	7	13	40
"Indiana"	"Colorado"	15790	13059	5404	4098	3692	1169	35	291	1112	6760	2731	19	18	60	33	137	34	23	222	28	55	14	15	24	49
"Utah"	"Colorado"	15746	12879	3894	5017	2376	589	61	209	1130	8514	2867	13	7	59	41	53	33	13	166	39	64	38	4	21	103
"North Carolina"	"Arizona"	15655	12845	4882	4982	2971	879	23	276	1053	7643	2810	8	8	56	8	439	49	10	166	23	49	19	33	18	49
"Delaware"	"New York"	15634	12849	1941	3605	1757	472	198	134	1035	9253	2785	5	152	50	9	64	110	20	136	13	8	14	22	10	16
"Alaska"	"Washington"	15565	13166	3158	4732	2228	707	59	55	1025	9092	2399	14	20	29	19	64	43	12	123	19	21	16	18	5	80
"Nevada"	"Idaho"	15544	13609	2010	4253	1004	247	33	74	823	11428	1935	6	2	18	20	53	14	10	121	11	21	1	2	4	47
"Missouri"	"New York"	15483	12050	5236	3199	4778	767	29	209	964	5303	3433	9	105	74	24	424	137	14	224	38	40	36	20	18	35
"Washington"	"Indiana"	15441	13598	3115	7545	2287	859	24	791	571	9066	1843	6	7	22	8	148	80	11	127	8	42	14	6	13	53
"Florida"	"Mississippi"	15438	12455	4727	5005	2669	786	24	121	1574	7281	2983	4	5	38	22	104	42	33	271	53	18	13	0	3	49
"Missouri"	"Wisconsin"	15432	12036	4303	4512	3239	1087	105	166	1360	6079	3396	12	10	51	7	67	192	3	405	9	42	373	11	17	45
"Minnesota"	"Washington"	15365	12362	5310	3368	4066	650	57	270	975	6344	3003	20	29	73	27	107	81	20	167	25	40	14	17	22	66
"Washington"	"South Carolina"	15258	13206	2162	6642	1068	1125	16	366	770	9861	2052	18	7	41	7	61	42	12	143	17	42	17	2	19	45
"North Carolina"	"Kentucky"	15235	12311	4258	4734	2491	451	30	149	2035	7155	2924	13	5	44	17	84	54	7	295	5	26	20	27	17	44
"Idaho"	"Arizona"	15173	13603	3302	5115	1921	997	29	106	731	9819	1570	3	11	21	9	70	14	2	75	19	17	15	5	7	40
"New York"	"Nebraska"	15088	3551	1135	1089	869	80	12	37	290	2263	11537	5	6	61	4	49	47	4	55	11	96	13	4	1764	162
"Louisiana"	"Arkansas"	15066	12433	3410	4864	1681	1065	34	89	1597	7967	2633	18	0	33	14	89	25	15	251	23	29	25	2	6	42
"Pennsylvania"	"Missouri"	14995	12394	8341	2351	7489	547	36	115	652	3555	2601	16	25	48	23	105	45	14	206	22	49	15	22	10	40
"Rhode Island"	"Connecticut"	14938	12192	2777	6480	2060	1653	25	60	1818	6576	2746	5	8	30	269	88	445	5	215	11	13	23	8	3	16
"Illinois"	"New Mexico"	14896	13001	2295	5366	1634	702	4	368	534	9759	1895	1	13	20	14	55	25	3	147	13	37	23	19	8	45
"Maryland"	"Indiana"	14892	11328	4750	4286	3327	413	23	152	1894	5519	3564	13	35	76	36	177	42	19	294	19	41	22	27	11	87
"Virginia"	"Missouri"	14865	12213	7109	2870	6154	552	62	181	778	4486	2652	14	45	58	33	104	108	5	145	17	29	13	6	24	59
"New Mexico"	"Florida"	14804	12671	2935	6001	1405	1762	40	116	2400	6948	2133	11	13	28	15	50	35	43	194	74	28	24	6	15	19
"Michigan"	"Nevada"	14739	12000	5269	4103	3834	1853	5	165	809	5334	2739	11	18	39	37	57	26	21	290	126	52	22	8	18	73
"New Jersey"	"Colorado"	14723	11660	4032	3663	2989	1033	7	327	888	6416	3063	19	41	78	44	81	86	11	154	19	107	42	13	39	54
"Nevada"	"North Carolina"	14719	12663	2014	4184	1048	439	29	110	1157	9880	2056	5	9	28	5	34	13	8	247	22	31	15	1	3	45
"Arkansas"	"Mississippi"	14715	11011	3842	5015	2203	945	20	75	2022	5746	3704	9	9	64	32	104	108	10	295	128	26	25	6	5	105
"Nebraska"	"Arizona"	14702	13056	3089	5425	1566	1059	13	232	984	9202	1646	7	15	30	27	68	41	5	113	15	30	14	12	13	22
"Virginia"	"Delaware"	14685	13263	4038	5628	2177	1280	14	310	1574	7908	1422	10	10	28	5	67	19	12	75	11	9	16	0	9	33
"Michigan"	"Pennsylvania"	14637	10833	3526	4089	2591	720	19	199	1285	6019	3804	10	21	47	19	171	40	8	216	33	70	20	19	25	84
"Colorado"	"Utah"	14539	12355	3734	4510	2356	963	43	278	855	7860	2184	15	10	26	27	49	17	2	121	34	37	9	10	10	65
"Virginia"	"Kentucky"	14522	11490	3872	4298	2451	361	24	167	1512	6975	3032	11	21	44	27	101	18	2	271	5	26	15	3	14	60
"Utah"	"Florida"	14497	12182	2306	6413	1188	1698	33	159	3060	6044	2315	4	18	35	28	42	39	14	97	26	77	35	1	8	83
"Connecticut"	"New Jersey"	14471	12790	4050	4882	2809	1762	7	241	1572	6399	1681	1	11	40	11	105	30	28	84	49	34	12	4	24	42
"Montana"	"Washington"	14443	11697	3443	3930	2208	514	114	164	995	7702	2746	31	37	47	31	98	39	23	247	27	18	16	15	23	32
"Minnesota"	"Georgia"	14442	11423	5403	3864	3449	509	37	453	1228	5747	3019	11	41	125	11	62	81	10	183	21	45	22	15	12	92
"North Carolina"	"New Jersey"	14422	12734	4466	4998	3315	931	33	365	1431	6659	1688	3	13	24	8	107	35	6	80	26	67	15	3	4	41
"Arizona"	"Wisconsin"	14363	12711	3159	6419	2200	2249	115	89	1105	6953	1652	4	20	27	7	71	33	2	87	11	20	15	10	11	23
"Georgia"	"Minnesota"	14322	11849	5742	3820	3714	507	58	684	1218	5668	2473	14	24	88	21	152	31	18	165	19	34	20	1	21	74
"Tennessee"	"Washington"	14287	10956	5244	3046	3811	522	80	201	1136	5206	3331	15	25	58	7	126	23	14	480	25	29	13	22	22	52
"Hawaii"	"Nevada"	14220	12179	3018	5725	2076	1352	23	302	998	7428	2041	16	14	55	19	24	27	10	134	117	8	8	6	16	68
"Maryland"	"Kentucky"	14211	10688	3430	4565	2066	264	50	145	1667	6496	3523	17	21	40	18	83	57	6	345	10	53	27	19	19	66
"Maryland"	"Arkansas"	14191	10338	2550	4316	1370	106	81	50	1793	6938	3853	2	7	41	57	87	56	30	236	11	78	6	6	9	133
"Illinois"	"Louisiana"	14174	10902	4579	4020	2985	619	19	101	1914	5264	3272	10	104	67	59	98	86	18	211	47	109	26	7	20	69
"Missouri"	"South Carolina"	14171	11954	4024	4501	2049	2143	25	222	1111	6404	2217	14	8	52	16	96	61	9	135	12	35	23	4	19	30
"Georgia"	"Massachusetts"	14157	10975	3915	4240	2958	927	18	134	1334	5604	3182	24	49	98	6	157	46	8	695	24	32	10	10	20	34
"Indiana"	"Missouri"	14144	11750	5940	3516	4902	1155	52	104	909	4628	2394	63	31	34	16	104	51	37	173	21	37	14	42	19	79
"Oregon"	"New York"	14133	10316	4184	2711	3656	458	91	141	815	5155	3817	13	113	86	51	605	191	12	196	41	36	58	13	33	91
"Minnesota"	"Tennessee"	14117	11206	5044	3991	3249	707	65	274	1202	5709	2911	6	33	57	18	112	86	4	236	22	48	27	16	12	92
"North Carolina"	"Washington"	14114	11536	4864	3497	3446	915	39	357	930	5849	2578	10	31	60	17	110	35	14	228	17	55	20	19	20	71
"North Carolina"	"Missouri"	14105	12022	6944	2636	5952	501	49	185	955	4380	2083	8	14	44	20	83	22	7	138	10	44	11	14	5	47
"Oregon"	"Colorado"	14051	11317	3024	4139	2080	594	16	130	915	7582	2734	11	17	40	17	76	28	11	189	19	46	33	5	17	27
"Alabama"	"Arizona"	13989	11584	3449	6405	2191	4110	22	94	685	4482	2405	6	29	37	13	207	33	15	169	24	35	20	7	12	71
"Texas"	"Nebraska"	13987	10448	3712	3323	2597	261	32	463	1240	5855	3539	10	13	51	36	176	64	13	256	14	32	17	12	140	60
"Massachusetts"	"Arizona"	13984	11999	4161	4176	3176	1098	29	106	966	6624	1985	12	23	54	11	127	34	5	131	32	73	27	6	11	51
"Connecticut"	"Maine"	13973	13315	1526	5297	853	875	6	20	1355	10206	658	1	2	10	6	22	12	4	33	0	2	4	3	1	3
"Oregon"	"North Carolina"	13875	10960	3085	4230	1846	313	70	298	1076	7357	2915	31	15	80	20	70	58	4	248	18	49	24	1	29	69
"Maryland"	"Mississippi"	13847	10106	3419	4707	2044	235	30	45	1865	5887	3741	11	6	42	32	52	42	20	363	64	28	41	7	7	114
"North Carolina"	"Massachusetts"	13834	11236	3981	4022	3102	904	19	135	973	6103	2598	5	20	47	13	175	46	18	141	28	36	21	13	9	32
"Arkansas"	"California"	13831	11264	4249	4987	2712	760	39	141	1255	6357	2567	9	44	66	30	79	25	16	146	26	106	31	6	25	70
"Vermont"	"Florida"	13784	12463	2117	6980	947	2204	12	66	1359	7875	1321	6	5	8	7	39	21	5	105	8	37	12	2	4	21
"Missouri"	"Washington"	13782	11423	4736	2756	3557	690	61	239	784	6092	2359	21	32	41	11	108	56	5	159	8	31	11	26	19	30
"Indiana"	"New York"	13747	10370	4681	3240	4159	693	20	134	1020	4344	3377	17	94	86	17	362	136	16	178	44	50	61	20	24	33
"California"	"Maine"	13741	12265	1196	3363	791	361	11	29	657	10416	1476	5	1	17	3	22	22	7	38	11	1	4	2	1	8
"District of Columbia"	"Tennessee"	13683	11015	5158	4112	3419	725	73	329	1326	5143	2668	7	14	73	13	55	34	10	376	18	28	23	17	14	49
"Pennsylvania"	"Washington"	13675	10740	5201	2788	4206	592	26	163	1020	4733	2935	16	42	62	12	108	74	12	251	18	92	21	34	58	55
"Florida"	"Arkansas"	13673	11365	3443	4051	1817	487	46	105	1224	7686	2308	5	12	58	13	75	23	0	139	17	26	10	15	16	37
"Alabama"	"Louisiana"	13655	10613	4116	4986	2698	765	40	96	1443	5571	3042	13	47	34	66	56	24	19	217	24	31	15	14	25	77
"Kansas"	"Arizona"	13621	11748	3246	3904	2007	683	14	127	584	8333	1873	20	9	30	36	110	14	2	160	28	19	16	6	22	44
"Nevada"	"Illinois"	13598	10947	2296	3250	1718	909	34	130	927	7229	2651	24	38	161	23	95	38	14	167	36	32	12	4	25	63
"Georgia"	"Nevada"	13523	10665	4178	4036	2741	1238	9	203	1256	5218	2858	2	31	50	147	70	21	27	123	613	84	19	7	15	104
"Nevada"	"Georgia"	13493	11643	2834	3223	2056	426	6	157	771	8227	1850	0	17	90	10	22	24	2	92	17	11	19	5	3	34
"California"	"Wyoming"	13482	11994	1571	3311	853	195	8	44	759	10135	1488	7	0	3	3	46	14	6	57	45	9	2	3	5	25
"Nevada"	"Tennessee"	13478	12477	5447	5072	4080	1112	6	774	1226	5279	1001	3	15	15	4	31	9	6	58	11	188	5	9	7	19
"Massachusetts"	"New Jersey"	13474	12154	3953	4929	3055	1574	19	185	1162	6159	1320	0	5	34	9	51	28	16	79	28	34	7	2	9	31
"Pennsylvania"	"Alabama"	13473	9817	3372	4026	2241	1182	24	138	1054	5178	3656	17	15	34	17	57	510	14	710	11	44	29	17	10	37
"Washington"	"Maryland"	13454	12504	2157	8023	1725	535	2	396	2573	7273	950	3	8	9	8	70	12	0	84	16	10	10	11	7	17
"Ohio"	"Nevada"	13399	10655	4038	4365	2758	1704	23	154	709	5307	2744	12	23	34	40	77	29	36	168	125	47	29	17	17	115
"New York"	"Oregon"	13392	10611	3016	3703	2374	655	28	90	1036	6428	2781	16	31	37	36	119	53	16	96	12	31	11	9	15	22
"Missouri"	"Ohio"	13259	10230	4614	3210	3301	832	53	162	1359	4523	3029	12	13	76	21	160	74	31	308	4	80	20	9	18	71
"Nebraska"	"California"	13163	10099	4031	3473	2771	518	47	213	1110	5440	3064	6	53	50	16	95	26	11	285	32	63	29	6	16	65
"New York"	"Rhode Island"	13107	9448	2893	3466	1904	1178	9	111	1256	4990	3659	3	11	36	13	91	21	8	58	12	24	8	3	8	2062
"Michigan"	"Kentucky"	13100	11072	4145	4223	2618	524	31	122	1464	6313	2028	8	3	24	19	50	33	5	159	11	47	18	7	8	43
"Connecticut"	"Georgia"	13092	11194	4133	4659	2756	579	27	221	1756	5855	1898	9	25	43	16	49	37	8	128	6	19	23	11	7	57
"Wisconsin"	"North Carolina"	13051	10456	3853	3714	2384	664	40	328	1026	6014	2595	11	25	82	12	93	43	26	344	14	53	28	11	10	54
"Illinois"	"Oregon"	13050	10643	4240	2726	3206	586	62	104	809	5876	2407	13	25	59	13	66	39	17	190	14	27	20	17	16	33
"Pennsylvania"	"Indiana"	13033	9889	4393	3363	3309	449	13	128	1273	4717	3144	13	22	83	29	147	58	25	287	28	48	26	14	14	51
"District of Columbia"	"Ohio"	13029	9931	4337	3938	3298	667	22	147	1472	4325	3098	6	17	62	78	135	68	13	439	14	42	15	51	31	50
"Illinois"	"Mississippi"	13024	11439	3577	5605	1952	638	16	122	2028	6683	1585	48	11	21	17	45	27	4	144	14	11	10	3	1	47
"Ohio"	"Massachusetts"	13024	10356	4084	3899	3258	1144	8	107	1140	4699	2668	25	36	88	30	166	32	11	127	14	29	16	14	25	30
"Missouri"	"Indiana"	13005	10844	4917	3285	3686	379	47	112	1362	5258	2161	5	11	46	16	103	46	15	239	15	35	25	9	4	52
"Illinois"	"Connecticut"	12983	10080	2158	5303	1666	953	1	450	667	6343	2903	3	14	50	16	108	65	11	826	25	69	33	0	10	35
"New Jersey"	"Michigan"	12976	8475	2956	3054	2215	662	16	240	889	4453	4501	10	12	36	15	46	23	8	90	5	70	26	4	12	33
"Washington"	"Alaska"	12965	9920	2065	3361	1106	418	51	40	807	7498	3045	3	5	16	35	104	21	12	183	33	18	2	5	21	48
"Hawaii"	"Washington"	12950	11294	3345	3915	2479	884	25	119	888	6899	1656	15	13	50	14	43	20	7	160	25	10	7	11	24	38
"Kentucky"	"Illinois"	12882	10482	4008	3955	2933	618	19	185	1430	5297	2400	2	44	73	12	112	49	22	307	33	57	21	7	5	60
"Arizona"	"Indiana"	12852	11208	3716	5420	2525	411	27	295	1142	6808	1644	2	10	77	11	85	17	16	154	9	26	14	0	4	42
"Michigan"	"Missouri"	12784	10687	6522	2290	5654	578	33	130	626	3666	2097	11	24	57	20	75	32	4	245	11	58	13	10	10	63
"Virginia"	"Nevada"	12711	9655	4084	3162	2948	1018	9	135	793	4752	3056	7	76	54	87	68	51	11	129	163	55	24	3	52	69
"Ohio"	"Wisconsin"	12702	10099	3733	3926	2815	934	91	106	1166	4987	2603	21	11	47	12	120	28	17	179	14	66	12	5	15	65
"Missouri"	"Michigan"	12702	8887	2811	3516	1819	829	18	156	995	5070	3815	6	13	28	14	26	25	6	98	12	44	17	11	8	31
"Colorado"	"Minnesota"	12697	11014	3588	4448	2382	372	33	607	938	6682	1683	7	11	30	17	91	25	11	191	14	15	5	8	8	15
"Colorado"	"Pennsylvania"	12689	10104	2964	3844	2043	381	34	198	1233	6215	2585	12	17	53	15	137	35	15	209	15	36	15	12	10	52
"Michigan"	"Washington"	12665	10190	3858	2620	2916	715	36	212	723	5588	2475	36	31	77	15	133	34	14	171	11	55	34	16	29	61
"Connecticut"	"Pennsylvania"	12624	10321	3563	3583	2724	403	11	211	1285	5687	2303	7	19	44	7	124	62	9	143	19	35	21	33	18	60
"Texas"	"Montana"	12622	10748	2186	3720	1183	333	27	70	880	8255	1874	20	6	25	16	40	20	4	109	17	27	13	6	15	15
"Montana"	"Idaho"	12529	10566	1893	2921	955	381	44	74	816	8296	1963	9	5	20	28	26	23	7	128	10	19	7	4	7	18
