"Origin_State"	"Dest_State"	"AllQueries"	"HousingQuery"	"HousingRent"	"HousingBuy"	"HousingApartment"	"HousingCondo"	"HousingDuplex"	"HousingTownhouse"	"HousingHouse"	"HousingHome"	"JobQuery"	"JobArchitectureEngineering"	"JobArt"	"JobBusiness"	"JobConstruction"	"JobEducation"	"JobFinance"	"JobFood"	"JobHealthcare"	"JobLeisureHospitality"	"JobManufacturing"	"JobRetail"	"JobScience"	"JobTechnology"	"JobTransportation"
"Hawaii"	"South Carolina"	1427	1279	340	466	200	103	2	7	81	886	148	1	4	1	3	3	2	1	11	2	2	1	2	0	0
"Utah"	"Wisconsin"	1423	1196	355	430	246	98	15	4	87	746	227	0	5	1	2	7	1	4	7	2	2	1	2	2	2
"District of Columbia"	"New Hampshire"	1421	1229	401	294	318	84	0	13	91	723	192	0	0	5	0	12	5	0	5	3	0	0	0	1	1
"New York"	"North Dakota"	1420	961	443	255	357	24	2	110	81	387	459	0	0	0	1	11	2	2	18	5	0	2	1	1	18
"Minnesota"	"New Hampshire"	1414	1212	422	428	335	108	0	26	72	671	202	1	0	6	1	10	0	0	6	1	7	2	4	1	1
"North Dakota"	"Arkansas"	1412	1281	135	208	82	13	3	10	30	1143	131	1	0	0	0	0	0	2	5	0	1	0	0	0	7
"Utah"	"Nebraska"	1407	1234	660	273	527	26	2	9	43	627	173	0	0	1	0	3	0	0	10	0	3	0	2	0	3
"Virginia"	"North Dakota"	1406	1002	490	263	365	14	0	28	96	499	404	2	0	4	6	13	0	2	30	0	6	0	0	3	22
"Rhode Island"	"Vermont"	1405	1266	283	517	191	145	3	4	202	721	139	0	0	2	2	7	1	2	6	0	0	0	0	1	2
"Alaska"	"Wisconsin"	1401	1200	196	450	130	38	4	4	223	801	201	0	0	1	0	2	0	2	8	0	6	1	0	0	4
"New Mexico"	"Massachusetts"	1398	1130	392	280	326	77	0	18	66	643	268	0	3	42	0	12	2	2	25	1	0	0	2	1	0
"Hawaii"	"Pennsylvania"	1396	1003	302	330	230	24	1	17	79	652	393	1	0	12	0	29	2	9	17	2	0	1	2	1	4
"Connecticut"	"Utah"	1388	1186	339	450	239	144	4	12	102	685	202	0	0	2	2	2	10	5	15	2	1	0	0	1	5
"District of Columbia"	"Nebraska"	1385	1174	525	367	436	46	2	38	139	513	211	6	3	12	0	8	14	0	15	0	0	2	0	0	0
"Massachusetts"	"Hawaii"	1377	1244	379	651	218	413	2	5	208	398	133	0	1	12	1	8	1	0	16	0	0	0	5	0	1
"Utah"	"Hawaii"	1376	1242	454	636	180	582	0	3	91	386	134	0	0	0	3	2	0	0	1	9	2	2	0	0	5
"Massachusetts"	"West Virginia"	1376	1241	401	370	261	54	0	25	108	793	135	4	0	3	2	11	0	0	9	2	3	0	0	0	5
"North Dakota"	"Kansas"	1369	1179	156	351	98	46	2	6	76	951	190	0	0	2	1	5	2	0	7	0	3	0	0	2	4
"Utah"	"Minnesota"	1369	1070	366	439	242	21	8	49	137	613	299	2	1	0	7	8	3	0	26	1	5	0	0	0	15
"Washington"	"West Virginia"	1369	1203	375	344	225	42	1	32	89	814	166	5	0	3	0	22	0	0	16	0	0	0	0	2	1
"Alaska"	"Ohio"	1368	1181	293	590	127	143	0	4	149	758	187	1	1	0	2	12	1	0	18	0	1	4	0	0	3
"Hawaii"	"Idaho"	1366	1265	256	324	139	67	1	3	112	943	101	0	0	2	1	2	0	4	1	6	1	0	0	0	1
"New Hampshire"	"Oregon"	1363	1096	397	329	280	87	22	7	116	584	267	4	2	12	0	8	12	0	31	0	0	0	0	3	1
"Mississippi"	"Idaho"	1361	1043	218	358	132	46	5	5	76	779	318	6	0	0	0	4	3	0	14	5	6	1	0	0	2
"Vermont"	"Colorado"	1359	1108	353	326	234	108	6	18	102	640	251	2	1	0	1	11	1	5	22	7	11	1	1	1	0
"Utah"	"New Hampshire"	1356	1289	147	1025	87	23	0	0	27	1152	67	0	0	2	0	12	0	0	7	0	2	0	0	0	0
"South Dakota"	"Kansas"	1355	1146	329	494	251	14	3	38	85	755	209	1	0	1	0	3	1	0	35	1	0	1	0	0	0
"Kentucky"	"Montana"	1346	1163	229	388	94	69	3	23	116	858	183	0	0	1	2	1	0	1	12	1	0	0	1	0	6
"Montana"	"Tennessee"	1343	1108	261	288	120	18	8	12	63	887	235	0	15	5	3	4	1	0	14	0	2	1	0	2	3
"Kentucky"	"Connecticut"	1342	1159	324	605	243	69	0	252	133	462	183	0	7	1	0	15	0	0	26	0	1	1	0	0	8
"Arizona"	"Rhode Island"	1341	1185	274	573	192	97	9	8	116	763	156	0	0	3	1	2	1	0	12	4	1	0	0	0	1
"Louisiana"	"Alaska"	1340	1079	310	315	165	49	0	0	86	779	261	2	0	0	4	11	0	1	34	2	2	8	5	0	4
"Missouri"	"North Dakota"	1339	967	455	200	318	18	6	20	105	500	372	0	0	0	3	12	2	0	29	5	7	0	2	2	10
"Oklahoma"	"New Jersey"	1337	1061	463	332	381	60	1	16	85	518	276	1	1	8	1	9	1	0	16	2	2	0	0	1	6
"Iowa"	"Alaska"	1335	1040	166	404	74	35	0	2	77	852	295	0	3	1	12	5	5	0	21	0	5	0	0	0	6
"Oklahoma"	"District of Columbia"	1326	750	489	208	431	96	3	16	100	104	576	4	0	13	4	30	9	0	24	0	3	8	9	1	1
"Idaho"	"Oklahoma"	1324	1165	169	698	131	30	2	0	140	862	159	0	0	2	0	5	1	0	6	1	0	0	0	0	6
"North Dakota"	"Oklahoma"	1321	1180	310	526	155	3	11	8	86	917	141	0	0	7	3	4	0	0	9	1	0	0	0	0	3
"Massachusetts"	"Arkansas"	1319	1023	381	242	237	65	1	26	98	596	296	0	0	12	0	22	2	3	10	1	6	0	0	3	4
"Hawaii"	"Maryland"	1318	1213	657	321	416	50	0	60	140	547	105	2	1	1	0	3	0	0	17	0	0	0	1	1	3
"Missouri"	"Hawaii"	1316	1163	479	511	206	386	0	5	143	423	153	0	0	3	3	6	3	0	15	1	2	0	2	1	2
"Hawaii"	"Alaska"	1316	1065	252	401	150	74	0	0	83	758	251	0	0	0	0	1	0	0	48	14	0	5	0	0	3
"North Dakota"	"Tennessee"	1314	1044	501	305	388	33	2	28	122	471	270	11	3	8	5	8	1	0	11	0	9	1	0	0	18
"Vermont"	"Georgia"	1314	1123	311	402	159	36	1	9	89	829	191	0	1	2	0	5	0	2	18	1	1	0	0	0	3
"District of Columbia"	"Montana"	1314	1102	238	277	119	25	2	8	94	854	212	0	1	5	0	11	1	0	11	0	0	1	1	1	2
"Idaho"	"Nebraska"	1309	1075	255	377	183	14	13	10	127	728	234	0	1	1	2	3	10	1	23	0	0	2	0	0	0
"Louisiana"	"Montana"	1304	1077	244	459	167	137	0	7	85	681	227	2	0	8	0	3	16	1	12	0	0	7	5	1	2
"Hawaii"	"Ohio"	1303	1073	366	511	203	69	2	12	147	640	230	1	0	2	5	9	2	0	33	2	0	0	0	0	3
"Hawaii"	"Illinois"	1302	988	332	336	256	81	0	22	101	528	314	4	2	11	7	19	21	2	34	1	0	0	2	0	3
"Louisiana"	"Iowa"	1301	1070	605	235	399	40	3	14	154	460	231	0	1	2	0	10	10	0	10	0	2	0	1	0	4
"South Dakota"	"Oklahoma"	1297	1154	478	268	404	9	14	6	110	611	143	0	2	0	7	4	1	2	21	5	0	0	0	0	3
"Mississippi"	"Minnesota"	1296	1003	401	389	291	102	2	30	101	477	293	0	0	2	2	21	2	0	46	0	2	3	0	0	6
"Montana"	"Illinois"	1295	1087	270	343	205	77	5	6	78	716	208	0	3	11	3	9	6	4	18	8	0	1	0	2	0
"South Carolina"	"Utah"	1293	1077	455	369	313	113	1	12	104	534	216	3	2	10	0	7	1	0	15	8	0	0	3	0	2
"Massachusetts"	"Idaho"	1290	1132	299	393	212	101	2	28	97	692	158	3	4	0	0	2	4	0	0	0	0	5	2	1	2
"Ohio"	"Rhode Island"	1288	1082	366	292	267	84	5	6	106	614	206	0	2	1	1	16	2	2	14	3	0	0	6	0	0
"Rhode Island"	"Nevada"	1288	1114	446	380	279	177	0	26	85	547	174	0	3	3	9	3	0	0	6	6	0	0	0	1	2
"Kentucky"	"Utah"	1288	1082	397	448	303	107	1	25	106	540	206	2	3	10	3	1	0	1	30	2	1	2	0	0	6
"Connecticut"	"Arkansas"	1287	1017	295	401	183	35	6	4	82	707	270	0	0	0	3	5	8	1	24	7	2	0	0	0	0
"Rhode Island"	"Illinois"	1283	997	327	359	230	120	16	23	96	512	286	0	1	42	3	34	19	0	23	3	1	4	4	0	0
"West Virginia"	"Nevada"	1281	944	281	283	195	99	0	7	40	603	337	6	6	4	4	4	7	2	16	17	0	0	0	5	13
"Rhode Island"	"Michigan"	1278	1108	451	405	305	115	2	19	112	555	170	0	2	7	2	15	12	3	13	1	1	0	2	2	2
"Oregon"	"Maine"	1278	1124	144	356	96	15	0	3	179	831	154	0	4	3	0	1	2	0	4	37	0	1	1	0	1
"Delaware"	"West Virginia"	1274	1128	207	460	158	4	0	7	75	884	146	4	0	6	0	3	0	0	2	2	1	1	0	0	3
"North Dakota"	"Alaska"	1274	993	132	181	89	6	1	1	63	833	281	1	0	0	0	4	1	0	17	2	1	0	2	0	3
"North Dakota"	"Illinois"	1272	976	281	390	192	86	0	31	78	589	296	2	1	8	2	18	1	2	14	0	8	1	0	3	9
"Colorado"	"Delaware"	1266	1084	136	505	70	190	0	66	86	672	182	0	0	0	5	4	0	0	2	0	0	0	0	0	0
"Wyoming"	"Oklahoma"	1266	963	251	296	162	12	7	12	133	637	303	1	1	2	2	10	2	0	18	1	2	0	4	0	14
"Delaware"	"Oregon"	1260	1166	148	689	95	83	0	5	278	705	94	1	0	0	0	2	0	0	2	0	3	1	0	0	3
"Tennessee"	"Hawaii"	1257	1086	516	407	305	354	1	3	73	350	171	0	0	3	1	3	3	0	20	4	0	0	1	0	6
"Kentucky"	"Idaho"	1254	1027	401	329	213	55	2	37	108	612	227	1	0	1	0	0	2	0	22	0	2	1	0	0	2
"Mississippi"	"Iowa"	1251	903	544	217	266	18	1	9	103	506	348	0	0	3	8	7	0	0	6	0	0	0	0	0	1
"Hawaii"	"Tennessee"	1244	1021	300	434	184	65	6	13	89	664	223	4	0	11	4	9	4	4	16	0	6	0	0	1	2
"West Virginia"	"Connecticut"	1244	1074	236	605	174	54	0	11	216	619	170	1	0	2	0	6	2	2	7	1	0	1	0	0	2
"Utah"	"New Jersey"	1243	1130	333	333	259	95	4	6	61	705	113	0	0	0	1	7	2	0	2	5	0	1	0	0	1
"Delaware"	"Maine"	1241	1148	180	432	110	47	2	1	76	912	93	0	0	7	0	1	2	0	5	0	0	2	0	0	1
"Alaska"	"Alabama"	1240	1042	189	541	102	54	3	4	119	760	198	1	2	4	2	3	32	0	39	2	2	2	0	1	0
"West Virginia"	"Louisiana"	1239	964	391	320	204	56	3	2	111	588	275	0	3	4	0	2	0	1	20	0	1	0	7	0	8
"Alaska"	"Utah"	1239	1030	292	293	202	72	2	13	58	683	209	5	4	6	2	0	1	0	28	2	1	0	6	3	5
"Missouri"	"New Hampshire"	1238	1102	270	374	194	103	0	11	80	714	136	0	2	0	3	10	1	3	11	0	1	0	0	1	1
"South Carolina"	"Iowa"	1234	1048	321	411	210	28	5	76	103	626	186	0	0	0	1	7	5	8	29	7	4	1	0	2	0
"Oregon"	"North Dakota"	1231	829	233	242	175	6	2	2	61	583	402	1	0	4	7	3	0	0	17	0	1	4	0	2	15
"Massachusetts"	"Alaska"	1230	1010	185	291	140	56	0	2	40	772	220	4	0	1	3	1	3	1	12	1	1	0	0	0	3
"Wyoming"	"Tennessee"	1229	999	194	292	96	41	0	5	74	783	230	0	11	6	1	9	0	1	23	4	1	2	2	0	10
"Alaska"	"New Mexico"	1229	1081	184	253	141	25	3	1	28	883	148	0	0	1	0	7	2	0	19	0	0	2	2	0	3
"New Hampshire"	"Minnesota"	1222	954	477	226	397	35	6	49	79	388	268	0	0	2	1	4	1	1	14	0	5	2	0	4	1
"Kentucky"	"Alaska"	1220	980	227	396	130	42	0	1	65	742	240	1	0	2	0	9	0	1	36	1	2	0	0	0	10
"New Mexico"	"Alaska"	1216	928	241	305	146	36	21	2	61	662	288	3	0	0	1	9	1	1	41	3	0	0	0	0	4
"South Dakota"	"Tennessee"	1214	1009	377	320	264	29	2	12	85	617	205	0	6	3	0	3	2	0	19	0	4	2	1	1	6
"Indiana"	"Hawaii"	1209	1061	384	518	207	398	2	9	93	352	148	0	1	1	0	2	6	1	14	5	0	4	9	0	5
"Utah"	"Kansas"	1209	980	463	267	303	14	13	31	74	545	229	2	0	2	0	7	22	1	12	0	0	1	5	6	5
"Idaho"	"South Carolina"	1208	1083	259	482	160	126	0	14	88	695	125	1	0	1	1	4	4	0	12	2	1	1	1	0	6
"Maine"	"Maryland"	1207	953	326	323	272	110	0	13	117	441	254	0	2	4	0	11	1	0	33	0	0	0	0	0	0
"Alaska"	"Missouri"	1201	980	213	397	110	121	4	5	70	670	221	0	1	2	0	20	2	0	15	1	1	0	1	1	8
"District of Columbia"	"Idaho"	1201	1014	335	221	240	39	0	15	47	673	187	0	0	0	1	4	1	1	7	0	0	1	0	1	3
"Utah"	"Alabama"	1196	971	274	399	166	94	5	8	93	605	225	4	8	9	1	5	7	0	20	1	3	3	0	0	10
"North Dakota"	"New Mexico"	1192	1030	250	282	157	27	1	5	90	750	162	0	0	2	2	9	1	0	7	0	0	3	1	0	14
"Nevada"	"South Dakota"	1191	1081	286	309	192	54	1	9	80	745	110	0	0	3	3	3	2	2	8	1	0	0	0	1	1
"Utah"	"Louisiana"	1190	916	349	317	208	48	0	7	107	546	274	1	0	2	7	0	1	1	17	5	2	2	0	0	3
"South Carolina"	"Alaska"	1187	969	253	311	140	35	1	26	58	709	218	0	4	2	1	4	4	2	22	0	0	0	3	0	6
"Kentucky"	"Nebraska"	1185	999	298	371	220	49	0	25	82	623	186	0	0	1	1	5	11	0	8	0	0	1	0	1	1
"New Mexico"	"Iowa"	1183	938	252	342	154	45	11	10	125	593	245	0	0	0	2	8	7	0	20	0	3	0	0	0	0
"Montana"	"Wisconsin"	1181	968	260	328	176	26	3	2	106	655	213	1	0	1	0	14	3	0	11	0	1	3	1	0	2
"District of Columbia"	"Iowa"	1178	898	401	267	321	29	6	23	104	415	280	1	3	7	0	11	4	0	7	0	0	0	1	2	3
"Maine"	"Nevada"	1174	1011	415	264	342	162	0	7	41	459	163	0	2	0	6	4	2	1	8	5	0	0	1	0	8
"Alabama"	"Connecticut"	1166	970	455	296	300	78	2	14	97	479	196	4	1	3	2	9	3	1	5	0	8	0	1	0	5
"Arizona"	"Delaware"	1165	999	408	262	244	67	4	35	73	576	166	0	0	3	1	0	0	0	5	2	0	0	0	9	0
"District of Columbia"	"Alaska"	1155	989	318	300	209	45	3	2	94	636	166	1	0	0	1	12	2	0	12	1	0	0	2	1	2
"Utah"	"Iowa"	1153	929	225	412	159	39	3	23	61	644	224	0	2	2	4	11	1	0	16	3	0	0	1	0	6
"Louisiana"	"Idaho"	1150	753	101	313	71	29	2	3	40	608	397	1	0	1	0	3	1	0	2	0	3	0	0	0	5
"South Dakota"	"Utah"	1148	977	370	368	151	77	1	100	192	456	171	1	0	2	0	3	2	2	27	0	3	0	0	0	1
"Arizona"	"Vermont"	1146	1032	201	482	106	88	0	6	135	697	114	0	0	2	0	6	0	1	0	0	1	0	5	0	2
"Arkansas"	"Alaska"	1144	878	224	229	98	10	0	4	58	708	266	0	0	8	10	10	2	0	32	1	0	0	0	0	6
"Delaware"	"Alabama"	1141	989	207	488	123	141	1	2	58	664	152	4	0	0	1	2	3	1	19	1	1	1	0	1	2
"Connecticut"	"Mississippi"	1141	957	297	414	172	50	0	6	92	637	184	1	0	4	0	0	1	3	12	7	1	0	0	0	1
"New Hampshire"	"Michigan"	1138	1009	262	355	214	70	3	10	69	643	129	0	1	7	0	5	7	0	6	1	3	0	0	2	3
"Nebraska"	"Alaska"	1138	915	187	274	88	27	5	2	55	738	223	7	0	0	9	8	1	0	16	0	0	0	0	0	3
"Arkansas"	"Utah"	1137	985	470	280	240	45	3	11	78	608	152	1	0	2	8	2	0	0	3	0	1	0	0	0	2
"Utah"	"North Dakota"	1136	846	303	204	160	9	0	23	56	598	290	1	0	6	3	3	4	0	27	2	6	0	0	0	7
"Tennessee"	"Rhode Island"	1135	960	387	314	243	155	5	14	105	438	175	0	1	3	0	2	0	1	9	2	3	1	0	4	0
"Arkansas"	"Maryland"	1135	895	455	262	327	67	2	16	119	364	240	0	4	0	1	14	0	0	27	0	0	0	2	0	1
"Mississippi"	"Oregon"	1132	907	375	197	252	43	1	2	118	491	225	0	2	3	15	9	11	0	17	1	3	1	0	23	6
"West Virginia"	"Delaware"	1131	1060	197	510	105	131	1	41	85	697	71	0	0	4	0	4	2	0	10	0	0	0	0	0	1
"Wyoming"	"Illinois"	1129	954	195	533	160	26	0	12	78	678	175	0	1	0	3	13	0	0	3	5	0	0	0	0	4
"Kansas"	"Alaska"	1128	846	182	246	64	11	1	1	63	706	282	2	0	1	1	8	0	0	24	0	3	0	0	1	7
"Wisconsin"	"Hawaii"	1127	1010	356	432	206	332	0	0	75	397	117	0	0	4	3	3	4	0	23	4	1	1	0	0	1
"New Hampshire"	"Louisiana"	1125	957	326	381	213	45	3	9	87	600	168	3	0	2	13	6	4	1	11	0	2	0	0	4	0
"Tennessee"	"North Dakota"	1122	722	380	160	232	1	0	25	88	376	400	0	4	0	4	8	1	1	17	8	4	0	0	1	18
"Maryland"	"South Dakota"	1119	957	238	261	199	16	0	10	83	649	162	0	0	3	2	9	0	0	7	0	0	0	0	0	1
"Wisconsin"	"West Virginia"	1119	968	345	369	226	90	1	64	79	508	151	0	0	2	1	10	9	0	22	0	0	0	0	0	7
"Indiana"	"South Dakota"	1118	954	344	309	239	22	0	63	74	556	164	0	0	0	0	8	15	0	13	0	0	0	1	0	1
"Oregon"	"Mississippi"	1113	1007	332	341	249	27	6	2	66	657	106	0	0	1	0	4	2	0	9	8	0	0	0	2	3
"Wyoming"	"Kansas"	1110	936	198	413	114	0	0	2	87	733	174	0	1	0	0	5	1	0	24	1	0	0	0	0	0
"Utah"	"Connecticut"	1108	986	298	483	213	106	1	49	55	562	122	0	1	3	2	2	2	0	3	2	0	0	0	0	0
"South Dakota"	"Michigan"	1108	930	270	332	120	30	0	10	74	696	178	8	1	0	0	4	1	0	17	4	2	0	0	0	0
"Washington"	"Delaware"	1091	476	149	174	80	20	1	12	59	304	615	0	4	0	0	1	1	1	1	226	0	0	0	1	4
"North Dakota"	"South Carolina"	1088	943	239	474	101	224	0	12	97	509	145	0	0	2	0	7	0	0	11	2	0	0	0	1	3
"Idaho"	"North Dakota"	1087	742	325	179	198	10	6	15	95	418	345	0	0	1	3	7	2	3	5	1	1	0	0	0	12
"Idaho"	"Kansas"	1084	846	293	265	200	3	2	15	141	485	238	1	0	43	0	9	0	0	8	0	0	0	0	1	1
"Maine"	"Missouri"	1082	968	169	609	106	533	0	8	47	274	114	0	0	0	0	5	0	0	13	0	1	0	0	0	1
"Colorado"	"Vermont"	1082	947	173	325	120	83	0	8	63	673	135	0	4	3	1	3	0	0	14	1	7	0	1	1	2
"Kentucky"	"Wyoming"	1077	872	247	230	111	16	0	6	114	625	205	0	0	0	0	8	5	0	19	6	0	0	1	1	1
"Nevada"	"Maine"	1076	1002	168	372	109	51	0	2	69	771	74	0	0	0	0	2	1	0	6	0	1	1	0	0	0
"Arkansas"	"New Jersey"	1068	916	483	291	347	53	6	63	108	339	152	0	0	2	0	8	2	0	6	2	0	1	0	2	4
"Louisiana"	"Utah"	1068	895	300	318	186	153	5	13	53	485	173	2	2	6	0	4	0	0	12	3	0	0	1	0	2
"Maine"	"Minnesota"	1067	724	207	284	93	22	26	43	119	421	343	0	0	13	0	3	2	0	35	0	1	2	0	1	2
"Nevada"	"North Dakota"	1065	743	406	130	274	14	2	24	42	387	322	0	0	0	4	3	0	2	8	0	0	4	0	0	11
"Mississippi"	"Kansas"	1064	873	261	372	169	2	0	1	103	598	191	1	1	3	0	9	1	0	19	2	0	1	0	0	4
"Hawaii"	"New Mexico"	1059	971	148	513	78	60	2	3	58	770	88	0	0	0	0	2	1	0	14	0	2	0	0	1	2
"Wyoming"	"Michigan"	1055	885	252	256	182	37	0	4	84	578	170	1	0	0	1	4	1	3	18	0	0	0	0	0	3
"Montana"	"Pennsylvania"	1051	852	161	244	88	16	0	2	76	670	199	0	3	3	0	12	2	1	10	0	2	0	4	3	5
"South Dakota"	"Pennsylvania"	1050	839	193	315	130	16	1	37	108	547	211	0	1	5	0	21	2	0	29	1	1	0	6	0	0
"North Dakota"	"Louisiana"	1049	832	321	183	81	16	0	6	89	640	217	0	1	1	2	9	0	0	6	8	1	0	0	0	11
"New Hampshire"	"Wisconsin"	1045	781	232	260	147	45	30	8	109	442	264	0	0	3	1	8	11	0	11	0	1	0	0	2	0
"Alabama"	"Maine"	1041	959	237	361	119	71	1	1	87	680	82	0	0	0	0	0	3	1	1	0	0	0	0	0	1
"South Dakota"	"New Mexico"	1038	819	212	251	154	15	1	19	69	561	219	15	0	3	2	20	2	0	22	1	3	0	1	2	9
"Connecticut"	"Montana"	1037	937	99	290	52	28	0	22	46	789	100	2	1	3	3	4	1	0	2	0	0	0	2	0	0
"Utah"	"Kentucky"	1036	868	332	271	238	25	13	15	54	523	168	0	0	3	4	3	1	1	6	5	0	2	0	0	5
"Iowa"	"New Jersey"	1035	900	236	365	199	39	0	7	84	571	135	0	0	3	0	18	2	13	5	1	0	0	1	0	0
"New Jersey"	"North Dakota"	1030	646	236	226	171	8	0	14	51	402	384	0	3	21	106	8	5	1	26	5	0	0	0	0	9
"Michigan"	"Delaware"	1029	714	216	256	128	128	0	17	43	398	315	0	0	6	0	0	3	0	2	1	0	0	0	3	2
"South Dakota"	"South Carolina"	1029	923	169	283	94	95	4	8	58	664	106	1	0	1	0	6	0	0	2	1	0	1	0	0	1
"Maine"	"Michigan"	1028	884	187	438	129	40	0	4	114	597	144	0	0	3	0	0	0	0	44	0	0	0	0	1	0
"Nebraska"	"Massachusetts"	1027	824	337	232	295	74	1	10	71	373	203	1	3	3	3	6	1	1	43	0	1	0	3	2	0
"Iowa"	"District of Columbia"	1022	723	274	159	239	45	0	8	92	339	299	0	10	2	1	12	5	4	4	1	1	3	1	3	4
"Kentucky"	"Maine"	1021	935	136	502	78	38	0	2	149	668	86	0	0	0	0	10	3	0	13	0	0	0	0	2	0
"Delaware"	"Kansas"	1018	977	52	398	27	3	0	5	17	925	41	0	0	2	0	3	0	0	1	0	0	0	0	0	0
"New Mexico"	"Kentucky"	1017	818	287	292	139	24	3	12	139	501	199	0	0	1	3	10	3	0	18	0	0	0	0	0	4
"Arkansas"	"Wyoming"	1014	799	200	256	106	13	1	2	86	591	215	0	0	4	1	11	0	0	7	5	1	0	0	0	2
"Nebraska"	"New Jersey"	1013	875	308	292	244	43	0	24	95	469	138	0	0	1	0	4	0	3	8	2	2	0	2	0	3
"South Dakota"	"Idaho"	1012	764	179	221	119	16	0	5	61	563	248	0	0	0	0	10	8	0	26	0	4	0	0	1	6
"Utah"	"Maryland"	1010	850	391	300	284	56	0	35	74	401	160	0	0	1	0	11	0	1	24	0	1	0	1	0	10
"Alaska"	"South Carolina"	1010	849	221	326	99	92	0	6	65	587	161	0	0	1	1	4	0	2	15	0	1	0	0	0	2
"Maine"	"Illinois"	1009	828	297	315	226	56	2	3	98	443	181	4	6	1	2	21	3	0	16	0	1	0	3	2	2
"Mississippi"	"New Mexico"	1005	774	256	190	145	24	1	3	75	526	231	1	1	0	1	9	14	0	3	3	2	0	2	0	13
"Montana"	"Ohio"	1003	773	264	236	145	22	3	14	72	517	230	0	9	4	1	16	1	3	30	6	0	1	1	6	8
"Connecticut"	"Oklahoma"	1002	768	353	187	205	27	5	1	111	419	234	0	0	3	0	18	2	0	12	5	0	1	2	0	11
"South Carolina"	"Wyoming"	1001	798	201	219	97	25	2	0	70	604	203	0	0	0	0	4	1	0	12	38	0	0	3	2	0
"Alaska"	"Virginia"	998	857	301	316	171	46	2	28	159	451	141	2	0	2	1	3	3	0	8	0	1	0	6	0	12
"North Dakota"	"Ohio"	997	812	294	300	219	18	3	12	104	456	185	2	0	3	4	15	0	0	13	0	2	0	1	0	3
"Connecticut"	"Kansas"	995	829	282	293	162	14	2	19	135	497	166	2	1	2	0	11	7	1	13	1	1	1	0	0	4
"New Hampshire"	"New Mexico"	994	890	189	159	151	16	0	3	34	686	104	0	1	4	0	3	0	0	13	0	1	0	2	0	3
"Vermont"	"Washington"	991	740	206	191	146	16	0	0	52	526	251	0	3	2	0	5	0	1	80	0	0	1	6	0	2
"Idaho"	"Iowa"	988	833	204	212	109	13	2	12	104	593	155	0	1	4	0	3	10	0	12	0	5	0	0	0	0
"Nevada"	"New Hampshire"	980	875	188	347	112	32	4	5	78	644	105	0	0	0	1	7	0	0	9	0	0	0	0	0	1
"Wyoming"	"Iowa"	978	828	181	332	117	5	2	23	84	597	150	0	1	1	1	3	1	15	15	2	0	0	0	0	6
"South Carolina"	"Rhode Island"	977	854	277	338	178	64	0	15	81	516	123	0	0	3	0	6	2	0	8	1	0	0	0	0	2
"Connecticut"	"West Virginia"	977	825	249	263	138	20	0	11	94	562	152	2	0	2	2	10	0	0	28	0	0	0	0	1	8
"South Dakota"	"Georgia"	973	761	243	351	131	31	1	60	75	463	212	1	0	0	1	5	1	1	13	4	7	0	4	2	19
"Montana"	"Virginia"	971	807	295	198	201	15	1	7	57	526	164	0	0	4	2	1	1	2	37	0	0	0	1	0	3
"Alabama"	"South Dakota"	968	764	348	204	243	16	3	19	110	373	204	0	0	2	0	1	4	2	20	0	0	0	0	0	7
"Kentucky"	"Hawaii"	967	900	347	475	194	445	0	0	52	209	67	0	0	0	0	2	1	0	4	1	0	0	0	0	0
"Tennessee"	"South Dakota"	965	802	261	194	159	34	0	12	67	530	163	0	0	1	0	5	1	0	7	0	2	0	0	1	3
"Kansas"	"North Dakota"	958	672	218	266	173	26	2	14	49	408	286	7	0	1	6	2	0	0	6	2	2	0	2	2	11
"Vermont"	"Montana"	952	895	567	172	23	14	3	2	20	833	57	0	0	0	2	1	2	0	2	3	1	0	1	0	0
"South Dakota"	"Virginia"	951	792	274	196	193	17	1	30	66	485	159	7	0	2	2	6	2	0	4	0	0	0	1	0	2
"New Mexico"	"North Dakota"	946	699	292	235	145	6	0	4	90	454	247	1	1	1	1	5	0	0	18	3	0	0	0	0	2
"Indiana"	"Delaware"	945	810	337	316	245	38	0	13	99	415	135	0	0	2	0	0	0	0	7	0	0	3	1	2	2
"Oregon"	"New Hampshire"	944	868	159	357	98	45	1	8	113	603	76	0	0	0	0	15	2	0	1	0	0	2	0	0	0
"Louisiana"	"Nebraska"	943	787	357	151	232	14	5	17	87	432	156	4	0	7	3	9	2	5	3	0	8	1	1	2	5
"Utah"	"Arkansas"	941	773	232	222	119	36	8	19	57	534	168	0	0	2	1	2	10	3	6	0	0	5	0	1	16
"Rhode Island"	"Indiana"	937	707	362	207	223	76	1	12	120	275	230	0	0	7	0	10	5	4	65	2	0	4	0	0	4
"Indiana"	"North Dakota"	936	694	327	187	272	5	0	27	44	346	242	0	0	3	10	5	3	2	4	1	5	0	1	0	13
"Maine"	"Alabama"	935	798	200	355	149	94	0	2	120	433	137	2	2	4	0	0	3	1	6	2	1	1	0	0	1
"Vermont"	"Oregon"	932	629	285	185	155	12	6	3	65	388	303	2	0	1	0	9	3	1	14	2	2	3	1	2	0
"Kansas"	"District of Columbia"	930	579	337	147	307	27	0	17	93	135	351	2	9	10	1	10	1	3	5	0	0	3	4	2	5
"Indiana"	"Rhode Island"	926	765	246	329	158	32	0	35	165	375	161	0	4	0	0	18	2	0	5	0	0	0	0	0	3
